,artist,trap,hip hop,indie,punk,rap,jazz,pop,metal,country,folk,bluegrass,house,rock,opera,classical,instrumental,funk,broadway,genre
196,Derez De'Shon,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"atl trap, deep southern trap, trap music, deep southern trap, rap, southern hip hop, trap music"
197,Wisin & Yandel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"electro latino, latin, latin hip hop, reggaeton, tropical"
198,John Mellencamp,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"album rock, classic rock, folk rock, heartland rock, mellow gold, pop rock, rock, singer-songwriter, soft rock, southern rock"
199,Ice Cube,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"conscious hip hop, g funk, gangster rap, hardcore hip hop, hip hop, rap, west coast rap"
200,JayDaYoungan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Van Morrison,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"classic rock, folk, folk rock, folk-pop, mellow gold, rock, roots rock, singer-songwriter, soft rock"
202,Coldplay,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"permanent wave, pop"
203,Earl Sweatshirt,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative hip hop, escape room, hip hop, pop rap, rap, underground hip hop"
204,Key Glock,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rap, southern hip hop, trap music, vapor trap"
205,Wings,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"album rock, art rock, classic rock, folk rock, mellow gold, rock, soft rock, symphonic rock"
206,Alessia Cara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"canadian contemporary r&b, dance pop, electropop, pop, post-teen pop, r&b"
207,Trey Songz,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, pop rap, r&b, southern hip hop, urban contemporary"
208,Jeff Tweedy,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"alternative country, alternative rock, anti-folk, chamber pop, deep new americana, folk, folk-pop, freak folk, indie folk, indie pop, indie rock, lo-fi, modern rock, new americana, roots rock, singer-songwriter, slow core, stomp and holler"
209,Anderson .Paak,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"escape room, alternative r&b, indie jazz"
210,Clean Bandit,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"dance pop, edm, pop, post-teen pop, tropical house, uk dance, uk funky, dance pop, edm, electropop, pop, post-teen pop, scandipop, swedish electropop, swedish pop, tropical house"
211,Mike WiLL Made-It,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music, hip hop, new orleans rap, pop, pop rap, rap, trap music"
212,Blake Shelton,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country, country road"
213,Louis Armstrong & Friends,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, dixieland, jazz trumpet, new orleans jazz, swing, vocal jazz"
214,Cher,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, hollywood, new wave pop, pop"
215,Wheeler Walker Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,redneck
216,Rita Ora,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"dance pop, pop, post-teen pop, r&b, tropical house, uk pop"
217,Granger Smith,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country pop, country road, modern country rock, outlaw country, red dirt, redneck, texas country"
218,MercyMe,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ccm, christian alternative rock, christian indie, christian music, worship"
219,Yella Beezy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"deep southern trap, rap, southern hip hop, trap music"
220,Moneybagg Yo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rap, southern hip hop, trap music"
221,Little Mix,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, girl group, pop, post-teen pop, r&b, talent show, uk pop"
222,tobyMac,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"anthem worship, ccm, christian alternative rock, christian hip hop, christian music, christian rock, worship"
223,Tom Petty,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"album rock, classic rock, folk rock, heartland rock, mellow gold, pop rock, rock, roots rock, singer-songwriter, soft rock"
224,Tee Grizzley,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"detroit hip hop, detroit trap, hip hop, pop rap, rap, southern hip hop, trap music, vapor trap"
225,City Girls,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop, r&b, trap queen"
226,Jaden Smith,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pop, pop rap, rap, trap music"
227,Josh Turner,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock, country dawn"
228,Amine,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pop, pop rap, portland hip hop, rap"
229,Mark Knopfler,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"classic rock, folk rock, mellow gold, soft rock"
230,The Smashing Pumpkins,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, alternative rock, modern rock, permanent wave, pop rock, post-grunge, rock"
231,Chris Cornell,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, alternative rock, grunge, hard rock, modern rock, nu metal, post-grunge, rock"
232,NEEDTOBREATHE,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"acoustic pop, ccm, christian alternative rock, christian indie, christian music, indiecoustica, neo mellow, pop rock, worship"
233,Conan Gray,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"bedroom pop, dance pop, indie cafe pop, pop"
234,Nita Strauss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slayer
235,Pistol Annies,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country dawn, country road, modern country rock"
236,Crowder,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"anthem worship, ccm, christian alternative rock, christian music, world worship, worship"
237,Andrew McMahon In The Wilderness,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"indie pop, indie poptimism, indietronica, modern rock, neo mellow, piano rock, pop rock"
238,Amy Winehouse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"british soul, neo soul, pop"
239,Wiz Khalifa,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pittsburgh rap, pop, pop rap, rap, southern hip hop, trap music"
240,Jon Bellion,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop, pop rap"
241,Sarah Brightman,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,operatic pop
242,The Piano Guys,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"bow pop, classify"
243,The Revivalists,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"modern alternative rock, modern rock"
244,Barbra Streisand,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"adult standards, christmas, disco, hollywood, lounge, mellow gold, soft rock"
245,Architects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mathcore, melodic metalcore, metalcore, screamo"
246,The Jimi Hendrix Experience,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, blues-rock, classic rock, hard rock, psychedelic rock, rock"
247,Sabrina Carpenter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop, viral pop"
248,Emery,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"christian metal, christian rock, dreamo, post-hardcore, progressive post-hardcore, screamo"
249,I Dont Know How But They Found Me,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"modern rock, pop punk"
250,Bob Dylan,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"album rock, classic rock, folk, folk rock, folk-pop, mellow gold, rock, roots rock, singer-songwriter"
251,Steve Aoki,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"big room, dance pop, edm, electro house, pop, tropical house"
252,All That Remains,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, groove metal, melodic death metal, melodic metalcore, metalcore, nu metal, post-grunge, rap rock"
253,EXO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"african gospel, french worship"
254,Smino,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative r&b, hip hop, pop rap, rap, underground hip hop"
255,Vince Staples,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"conscious hip hop, hip hop, pop rap, rap, southern hip hop, underground hip hop"
256,Swizz Beatz,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"battle rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop, trap music"
257,Jay Critch,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"nyc rap, rap, southern hip hop, trap music, underground hip hop, vapor trap"
258,Tenacious D,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, comedy rock, comic, post-grunge, rock"
259,Silent Planet,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"christian metal, christian rock, metalcore, progressive post-hardcore, screamo"
260,Kris Wu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chinese hip hop
261,Cole Swindell,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock"
262,Dierks Bentley,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock, contemporary country, country, country pop, country road, modern country rock, modern southern rock"
263,Logic,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"conscious hip hop, dmv rap, hip hop, pop rap, rap, ambient folk, chamber pop, folk-pop, indie anthem-folk, indie folk"
264,Chris Tomlin,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"anthem worship, ccm, christian alternative rock, christian music, world worship, worship"
265,KIDS SEE GHOSTS,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pop rap, rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop"
266,Rosanne Cash,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"alternative country, country rock, folk, folk rock, lilith, mellow gold, nashville sound, outlaw country, roots rock, singer-songwriter, traditional country, traditional folk, indie folk"
267,Queen Naija,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"deep pop r&b, pop, r&b"
268,Rich The Kid,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, pop, pop rap, rap, southern hip hop, trap music"
269,Jeremih & Ty Dolla $ign,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"chicago rap, dance pop, hip hop, pop, pop rap, r&b, rap, southern hip hop, trap music, urban contemporary, hip hop, pop, pop rap, r&b, rap, trap music"
270,Sam Hunt,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country pop"
271,David Archuleta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, idol, lds youth, neo mellow, post-teen pop, viral pop"
272,Young Thug,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, atl trap, gangster rap, hip hop, pop, pop rap, rap, southern hip hop, trap music, atl hip hop, pop, pop rap, rap, trap music"
273,Young Dolph,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap music"
274,Kanye West,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"chicago rap, pop rap, rap"
275,Led Zeppelin,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, classic rock, hard rock, rock"
276,Robyn,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"dance pop, electropop, pop, scandipop, swedish electropop, swedish pop, tropical house"
277,Thom Yorke,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"art pop, chamber pop, electronic, indie rock, modern rock, oxford indie"
278,Lukas Graham,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"danish pop, pop, scandipop"
279,Ingrid Michaelson,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"acoustic pop, ectofolk, folk-pop, indiecoustica, lilith, neo mellow, pop rock"
280,MadeinTYO,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop, vapor trap"
281,The Struts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"glam rock, modern rock"
282,T.I.,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, dance pop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap music"
283,Francesca Battistelli,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"anthem worship, ccm, christian alternative rock, christian music, worship"
284,Chevelle,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, christian rock, nu metal, post-grunge, rap rock, rock"
285,Steve Perry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, mellow gold, soft rock, yacht rock"
286,"Rae Sremmurd, Swae Lee & Slim Jxmmi",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pop, pop rap, rap, southern hip hop, trap music, trap music, trap music"
287,Jay Rock,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"conscious hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop"
288,LAY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"chinese electropop, k-pop"
289,Shy Glizzy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"dmv rap, drill, rap, southern hip hop, trap music, vapor trap"
290,The Carters,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop, r&b, urban contemporary"
291,RM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"k-hop, k-pop"
292,Jason Isbell And The 400 Unit,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"alternative country, deep new americana, folk, folk-pop, indie folk, new americana, outlaw country, roots rock, stomp and holler, texas country, traditional folk"
293,Ace Frehley,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"album rock, glam metal, hard rock, metal, rock, sleaze rock"
294,Elle King,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,pop rock
295,Alkaline Trio,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"chicago punk, emo, melodic hardcore, pop punk, punk, skate punk"
296,David Guetta,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"dance pop, edm, pop, dance pop, pop, post-teen pop, tropical house, uk pop"
297,Major Lazer,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"dance pop, edm, electro house, moombahton, pop, pop rap, tropical house, dance pop, electropop, indie poptimism, metropopolis, pop, post-teen pop, r&b, swedish electropop, swedish pop, swedish synthpop, tropical house"
298,The Lumineers,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"folk-pop, indie folk, indie pop, modern rock, stomp and holler"
299,Linkin Park,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"alternative metal, nu metal, post-grunge, rap metal"
300,Beyonce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, r&b"
301,Elvis Costello & The Imposters,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"art rock, dance rock, folk, folk rock, mellow gold, new wave pop, permanent wave, power pop, pub rock, rock, roots rock, singer-songwriter"
302,Polyphia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"instrumental rock, djent"
303,Young The Giant,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"indie pop, indie rock, indietronica, modern alternative rock, modern rock, rock, stomp and holler"
304,Atreyu,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, groove metal, melodic metalcore, metalcore, nu metal, pop punk, post-grunge, rap rock, screamo"
305,Kurt Vile,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"alternative rock, folk-pop, freak folk, indie folk, indie pop, indie rock, modern rock, neo-psychedelic, noise pop, philly indie"
306,NCT 127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k-pop
307,Morgan Evans,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"australian country, australian pop, contemporary country, country pop"
308,Coheed And Cambria,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, emo, modern rock, pop punk, screamo"
309,Jess Glynne,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"dance pop, pop, post-teen pop, tropical house, uk pop"
310,Tom Morello,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"australian dance, big room, brostep, complextro, edm, electro house, moombahton"
311,John Hiatt,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"alternative country, country rock, folk, folk rock, heartland rock, lilith, mellow gold, outlaw country, pub rock, rock, roots rock, singer-songwriter, traditional folk"
312,Mozzy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"cali rap, trap music, west coast trap"
313,Kid Rock,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, nu metal, post-grunge, rock"
314,Belly,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"canadian hip hop, hip hop, pop rap, rap, southern hip hop, trap music, trap soul, underground hip hop"
315,System Of A Down,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, nu metal, post-grunge, rap metal, rock"
316,Colter Wall,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"canadian contemporary country, new americana, saskatchewan indie"
317,Simon & Garfunkel,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"folk, folk rock, folk-pop, melancholia, mellow gold, rock"
318,Ice Nine Kills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"melodic metalcore, metalcore, post-screamo, screamo"
319,LANY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"la pop, pop"
320,Gregory Alan Isakov,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"acoustic pop, chamber pop, deep new americana, folk-pop, indie folk, indie pop, neo mellow, new americana, pop folk, stomp and flutter, stomp and holler"
321,Lindsey Buckingham,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"mellow gold, soft rock"
322,Matt Nathanson,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"acoustic pop, folk-pop, indiecoustica, neo mellow, pop rock"
323,Behemoth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"black metal, death metal, groove metal, metal, pagan black metal, polish black metal, polish death metal, polish metal, symphonic black metal"
324,Phora,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"deep underground hip hop, rap, trap music"
325,Cat Power,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"anti-folk, art pop, chamber pop, dream pop, folk-pop, freak folk, indie folk, indie pop, indie rock, melancholia, singer-songwriter, slow core"
326,High On Fire,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"doom metal, drone metal, groove metal, post-doom metal, post-metal, psychedelic doom, retro metal, sludge metal, stoner metal, stoner rock"
327,Atmosphere,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative hip hop, conscious hip hop, hip hop, minnesota hip hop, pop rap"
328,Tony Bennett & Diana Krall,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, easy listening, lounge, vocal jazz, adult standards, christmas, lounge, vocal jazz"
329,Elevation Worship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ccm, christian music, world worship, worship"
330,GUNSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,retro electro
331,Old Dominion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country road"
332,BrockHampton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"boy band, hip hop, rap"
333,Troye Sivan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop, r&b, viral pop"
334,alt-J,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"indie rock, modern rock, alternative r&b, escape room, indie r&b, trap queen, uk alternative hip hop"
335,Beartooth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"metalcore, post-screamo, screamo"
336,Rod Stewart,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"adult standards, mellow gold, rock, soft rock"
337,Aretha Franklin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, classic soul, jazz blues, memphis soul, soul, southern soul"
338,Loretta Lynn,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"country, country gospel, country rock, cowboy western, nashville sound, outlaw country, traditional country, traditional folk"
339,Palaye Royale,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"modern alternative rock, modern rock, pop punk, vegas indie"
340,Gateway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"anthem worship, ccm, christian music, deep ccm, latin worship, world worship, worship"
341,Machine Gun Kelly,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pop rap, rap"
342,Cypress Hill,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"chicano rap, gangster rap, hardcore hip hop, hip hop, rap, rap rock, west coast rap"
343,Quando Rondo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trap music
344,Keith Urban,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"australian country, contemporary country, country, country road, dance pop, electropop, pop, post-teen pop, r&b"
345,Kenny Chesney,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country, country road"
346,Luke Bryan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country, country road"
347,$uicideBoy$,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"dark trap, new orleans rap, underground hip hop"
348,SOB X RBE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"cali rap, trap music, vapor trap, cali rap, west coast trap, cali rap, west coast trap, cali rap, west coast trap, cali rap"
349,J Balvin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"latin, pop, reggaeton, mexican pop"
350,Janelle Monae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative r&b, atl hip hop, dance pop, electropop, escape room, neo soul, pop, r&b, sunshine pop"
351,BlocBoy JB,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop rap, rap, southern hip hop, trap music, vapor trap"
352,Joe Bonamassa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blues-rock, electric blues, modern blues, modern blues rock"
353,The Story So Far,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative emo, anthem emo, emo, pop punk, screamo"
354,Slash Featuring Myles Kennedy And The Conspirators,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"hard rock, rock"
355,Lupe Fiasco,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"chicago rap, conscious hip hop, hip hop, pop rap, rap, southern hip hop"
356,Billy F Gibbons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,Willie Nelson,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"country, nashville sound, outlaw country, singer-songwriter, texas country, traditional country"
358,Metric,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"alternative dance, canadian indie, canadian pop, canadian rock, dance-punk, electropop, folk-pop, garage rock, indie pop, indie rock, indietronica, lilith, metropopolis, modern rock, neo-synthpop, new rave, shimmer pop"
359,Denzel Curry,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"dark trap, drill, hip hop, miami hip hop, rap, trap music, underground hip hop"
360,Frank Foster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,redneck
361,Future,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music"
362,Jhene Aiko,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative r&b, dance pop, deep pop r&b, hip pop, pop, pop rap, r&b, rap, urban contemporary"
363,Why Don't We,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"boy band, dance pop, pop, post-teen pop, teen pop"
364,Thrice,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, emo, modern rock, pop punk, post-hardcore, screamo"
365,Tori Kelly,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"dance pop, pop, post-teen pop, r&b, viral pop, ccm, christian alternative rock, christian hip hop, christian music, worship"
366,Fit For A King,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"christian rock, melodic metalcore, metalcore, post-screamo, screamo"
367,Wale,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, gangster rap, hip hop, pop, pop rap, r&b, rap, southern hip hop, trap music, urban contemporary"
368,Aphex Twin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ambient, electronic, fourth world, intelligent dance music, microhouse, trip hop"
369,Good Charlotte,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"alternative metal, pop punk, post-grunge"
370,NAV,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"canadian hip hop, pop, pop rap, rap, southern hip hop, trap music"
371,Chance The Rapper,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"chicago rap, conscious hip hop, hip hop, pop, pop rap, rap, chicago rap, pop rap, rap, american choir, children's choir"
372,Clutch,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"alternative metal, funk metal, funk rock, groove metal, hard rock, modern blues rock, rock, sludge metal, stoner metal, stoner rock"
373,"Tyler, The Creator",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, rap, bedroom pop, indie r&b"
